0,0,0,543,543,543,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,88,0,0,0,0,543,88,0,0,0,0,0,0,543,543,543,88,88,52,88,88,543,543,543,0,0,0,88,0,0,0,543,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,543,543,543,0,0,0,543,0.125
0,0,0,543,543,543,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,543,88,0,0,543,0,0,0,0,543,543,88,88,52,88,88,543,543,543,0,0,0,88,0,0,0,543,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,543,543,543,0,0,0,88,0.1875
0,0,0,543,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,0,0,543,88,0,0,543,0,0,0,0,543,543,88,88,52,0,88,543,543,543,0,0,0,88,0,0,0,543,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,543,543,543,0,0,0,543,0.25
0,0,0,0,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,0,0,543,88,0,543,543,0,0,0,0,543,543,88,88,52,0,88,543,543,543,0,0,0,88,0,0,0,543,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,543,543,543,0,0,0,88,0.3125
0,0,0,0,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,0,0,543,88,0,543,543,0,0,0,0,543,543,88,88,2,52,88,543,543,543,0,0,0,88,0,0,0,543,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,543,543,543,0,0,0,543,0.375
0,0,0,0,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,543,0,543,88,0,543,543,0,0,0,0,543,543,88,88,2,52,88,0,543,543,0,0,0,88,0,0,0,543,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,543,543,543,0,0,0,88,0.4375
0,0,0,0,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,543,0,543,88,0,543,543,0,0,0,0,543,543,88,88,2,0,88,0,543,543,0,0,0,88,0,0,0,543,0,0,0,0,88,0,0,0,0,0,0,0,0,543,52,0,0,0,0,0,0,543,543,543,0,0,0,543,0.5
0,0,0,0,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,543,0,543,88,0,543,543,0,0,0,0,543,543,88,88,2,0,88,0,543,543,0,0,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,543,52,0,0,543,0,0,0,543,543,543,0,0,0,88,0.5625
0,0,0,0,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,543,0,543,88,0,543,543,0,0,0,0,543,543,88,88,2,0,88,0,543,543,0,0,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,52,0,543,0,0,0,543,543,543,0,0,0,543,0.625
0,0,0,0,543,543,0,0,0,0,0,0,0,543,88,0,0,0,0,0,0,0,0,0,0,543,0,543,88,0,543,543,0,0,0,0,543,543,88,88,2,0,88,0,543,543,0,0,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,543,0,52,0,543,0,0,0,543,543,0,543,0,0,88,0.6875
